(Traced),LEZ,51.623372117698075,-0.28645992279052734
(Traced),LEZ,51.62275932342797,-0.2836275100708008
(Traced),LEZ,51.63847621195153,-0.2556037902832031
(Traced),LEZ,51.637943525235684,-0.25508880615234375
(Traced),LEZ,51.61055500119963,-0.34027576446533203
(Traced),LEZ,51.61028849467128,-0.3422069549560547
(Traced),LEZ,51.60866277096663,-0.2409696578979492
(Traced),LEZ,51.588882912947206,-0.20479202270507812
(Traced),LEZ,51.589389512746834,-0.20307540893554688
(Traced),LEZ,51.579096429416445,-0.22444725036621094
(Traced),LEZ,51.57962980707403,-0.22526264190673828
(Traced),LEZ,51.560877825031845,-0.2527284622192383
(Traced),LEZ,51.55073839779265,-0.26191234588623047
(Traced),LEZ,51.556342044884865,-0.2149200439453125
(Traced),LEZ,51.55490117299298,-0.21303176879882812
(Traced),LEZ,51.56007742611181,-0.20037174224853516
(Traced),LEZ,51.55951713848588,-0.19814014434814453
(Traced),LEZ,51.530132389896806,-0.2957296371459961
(Traced),LEZ,51.53309574514964,-0.3206634521484375
(Traced),LEZ,51.545374260419116,-0.3852081298828125
(Traced),LEZ,51.534350441044694,-0.39057254791259766
(Traced),LEZ,51.5322147677915,-0.3898429870605469
(Traced),LEZ,51.51282895217651,-0.4031038284301758
(Traced),LEZ,51.48552529090075,-0.41001319885253906
(Traced),LEZ,51.48191741979991,-0.4048633575439453
(Traced),LEZ,51.481329443386514,-0.4665756225585937
(Traced),LEZ,51.47796179607124,-0.37001609802246094
(Traced),LEZ,51.47854981590165,-0.36606788635253906
(Traced),LEZ,51.464649137257055,-0.42649269104003906
(Traced),LEZ,51.463098414384994,-0.43044090270996094
(Traced),LEZ,51.4868748285829,-0.31665086746215815
(Traced),LEZ,51.48535158512941,-0.3205990791320801
(Traced),LEZ,51.454782432543105,-0.33310890197753906
(Traced),LEZ,51.45446152828587,-0.3345251083374023
(Traced),LEZ,51.431176580859486,-0.3991127014160156
(Traced),LEZ,51.432340441327966,-0.3957223892211914
(Traced),LEZ,51.46518385706347,-0.24749279022216797
(Traced),LEZ,51.46523732869949,-0.24526119232177732
(Traced),LEZ,51.46839204432063,-0.2803230285644531
(Traced),LEZ,51.489720752362466,-0.27852058410644526
(Traced),LEZ,51.48915959835346,-0.27641773223876953
(Traced),LEZ,51.490522388965736,-0.24371623992919922
(Traced),LEZ,51.49132401147376,-0.24032592773437497
(Traced),LEZ,51.514084206610455,-0.24594783782958984
(Traced),LEZ,51.51477858782044,-0.2311420440673828
(Traced),LEZ,51.43632677316855,-0.25556087493896484
(Traced),LEZ,51.436433783993905,-0.25493860244750977
(Traced),LEZ,51.40306101512005,-0.24127006530761716
(Traced),LEZ,51.3946537667304,-0.2533721923828125
(Traced),LEZ,51.40763883488614,-0.19230365753173828
(Traced),LEZ,51.40713021087577,-0.19230365753173828
(Traced),LEZ,51.37670956684583,-0.22187232971191406
(Traced),LEZ,51.375584472183576,-0.22281646728515625
(Traced),LEZ,51.378236436801686,-0.20174503326416016
(Traced),LEZ,51.36256350834222,-0.17972946166992188
(Traced),LEZ,51.3629118539272,-0.17792701721191406
(Traced),LEZ,51.345250075170945,-0.3160285949707031
